img,name,win_rate,pick_rate,sample_size
https://cdn5.lolalytics.com/item64/3100.webp,巫妖之禍,0.5701,0.0151,0
https://cdn5.lolalytics.com/item64/2503.webp,,0.5434,0.0682,0
https://cdn5.lolalytics.com/item64/3003.webp,大天使之杖,0.5253,0.0139,0
https://cdn5.lolalytics.com/item64/6657.webp,時光之杖,0.5207,0.092,0
https://cdn5.lolalytics.com/item64/3083.webp,好戰者鎧甲,0.52,0.0035,0
https://cdn5.lolalytics.com/item64/3137.webp,死墓之花,0.5127,0.0945,0
https://cdn5.lolalytics.com/item64/3102.webp,女妖面紗,0.505,0.0712,0
https://cdn5.lolalytics.com/item64/4646.webp,雷霆風暴,0.5026,0.3479,0
https://cdn5.lolalytics.com/item64/3118.webp,惡意,0.5024,0.5587,0
https://cdn5.lolalytics.com/item64/3089.webp,死亡之帽,0.5017,0.4547,0
https://cdn5.lolalytics.com/item64/4628.webp,視界專注,0.5,0.0736,0
https://cdn5.lolalytics.com/item64/3116.webp,瑞萊的冰晶節杖,0.5,0.007,0
https://cdn5.lolalytics.com/item64/4629.webp,星河馳騁,0.5,0.0479,0
https://cdn5.lolalytics.com/item64/6653.webp,黎安卓的折磨,0.4948,0.229,0
https://cdn5.lolalytics.com/item64/4633.webp,峽谷製造者,0.492,0.0352,0
https://cdn5.lolalytics.com/item64/6655.webp,盧登之伴,0.4901,0.3645,0
https://cdn5.lolalytics.com/item64/4645.webp,黯影之炎,0.49,0.6484,0
https://cdn5.lolalytics.com/item64/3152.webp,海克斯科技火箭腰帶,0.4848,0.0046,0
https://cdn5.lolalytics.com/item64/3135.webp,虛空之杖,0.4693,0.1768,0
https://cdn5.lolalytics.com/item64/3157.webp,中婭沙漏,0.4677,0.1983,0
https://cdn5.lolalytics.com/item64/8010.webp,,0.4568,0.0342,0
https://cdn5.lolalytics.com/item64/3165.webp,黑魔禁書,0.3834,0.0459,0
