source_file,window,source_tag,source_mode,source_tier,source_champion,item_id,item_en,item_zh,games,winrate,pickrate
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,3032,Yun Tal Wildarrows,雲陶狂箭,0,0.4812,0.0378
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,126697,Hubris,傲慢,0,0.4146,0.0058
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,222504,Kaenic Rookern,凱尼克欺瞞者,0,0.5789,0.0162
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223031,Infinity Edge,無盡之刃,0,0.4983,0.0843
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223033,Mortal Reminder,致死宣告,0,0.6591,0.0062
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223036,Lord Dominik's Regards,多明尼克的問候,0,0.5763,0.0251
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223046,Phantom Dancer,幻影之舞,0,0.5582,0.0829
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223065,Spirit Visage,振奮盔甲,0,0.6786,0.004
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223072,Bloodthirster,嗜血者,0,0.5743,0.0917
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223073,Experimental Hexplate,實驗型海克斯板甲,0,0.5934,0.0942
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223078,Trinity Force,三相之力,0,0.5513,0.1037
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223084,Heartsteel,雄心之鋼,0,0.5535,0.0305
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223085,Runaan's Hurricane,芮蘭颶風箭,0,0.5556,0.0038
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223087,Statikk Shiv,史提克彈簧刀,0,0.5465,0.0641
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223091,Wit's End,智慧末刃,0,0.5591,0.4478
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223094,Rapid Firecannon,衝擊火炮,0,0.4593,0.0244
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223124,Guinsoo's Rageblade,鬼索的狂暴之刃,0,0.5731,0.6749
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223139,Mercurial Scimitar,水星彎刀,0,0.5815,0.0644
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223142,Youmuu's Ghostblade,妖夢鬼刀,0,0.5,0.0071
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223143,Randuin's Omen,蘭頓之兆,0,0.5118,0.0483
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223153,Blade of The Ruined King,殞落王者之劍,0,0.5619,0.761
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223156,Maw of Malmortius,魔提斯深淵,0,0.5909,0.0094
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223302,Terminus,臨界點,0,0.5758,0.3724
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223508,Essence Reaver,奪魄之鐮,0,0.4865,0.0053
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223748,Titanic Hydra,泰坦九頭蛇,0,0.6829,0.0058
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223814,Edge of Night,夜色緣界,0,0.5909,0.0062
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,224401,Force of Nature,自然之力,0,0.7143,0.0079
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,226665,"Jak'Sho, The Protean",千變萬化之賈克修,0,0.5719,0.2596
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,226672,Kraken Slayer,海妖殺手,0,0.5347,0.2867
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,226673,Immortal Shieldbow,不朽盾弓,0,0.5417,0.017
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,226695,Serpent's Fang,巨蛇鋒牙,0,0.4,0.0043
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,226699,Voltaic Cyclosword,電流旋風劍,0,0.4978,0.0328
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,443083,Warmog's Armor,好戰者鎧甲,0,0.5556,0.0038
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,667666,The Collector,蒐集者,0,0.4881,0.0535
