source_file,window,source_tag,source_mode,source_tier,source_champion,item_id,item_en,item_zh,games,winrate,pickrate
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,6675,Navori Flickerblade,那歐閃刃,0,0.5,0.004
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,126697,Hubris,傲慢,0,0.4671,0.0159
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,222504,Kaenic Rookern,凱尼克欺瞞者,0,0.5588,0.0036
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223031,Infinity Edge,無盡之刃,0,0.3778,0.0047
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223033,Mortal Reminder,致死宣告,0,0.4133,0.0236
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223036,Lord Dominik's Regards,多明尼克的問候,0,0.451,0.0107
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223071,Black Cleaver,黑色切割者,0,0.5,0.0044
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223072,Bloodthirster,嗜血者,0,0.5051,0.1136
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223074,Ravenous Hydra,狂怒九頭蛇,0,0.5314,0.0433
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223078,Trinity Force,三相之力,0,0.5248,0.9177
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223089,Rabadon's Deathcap,死亡之帽,0,0.4292,0.0222
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223100,Lich Bane,巫妖之禍,0,0.4322,0.0247
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223118,Malignance,惡意,0,0.402,0.0214
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223135,Void Staff,虛空之杖,0,0.4833,0.0063
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223139,Mercurial Scimitar,水星彎刀,0,0.4063,0.01
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223153,Blade of The Ruined King,殞落王者之劍,0,0.4429,0.1633
